Salary,Designation,JobCity,Gender,10percentage,10board,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,12GradAge,GradAge,Period
180000,it analyst,Pune,m,80.15,state board,79.83,state,2,B.Tech/B.E.,CS,55.09,Maharashtra,465,640,430,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,-0.2974,0.9066,-1.0524,21,21,1
360000,automation engineer,New Delhi,m,72.0,icse,59.4,icse,2,B.Tech/B.E.,EC,72.0,Uttar Pradesh,495,505,505,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-1.4992,-0.5913,0.2366,-0.1727,0.8183,18,18,4
320000,asp.net developer,Chennai,m,75.6,state board,74.6,state,2,B.Tech/B.E.,EC,77.72,Chhattisgarh,475,630,705,0.976292560913216,515,484,-1,-1,-1,324,-1,-0.0154,-0.1206,-1.0659,1.5404,-0.0943,21,21,1
2500000,software test engineer,-1,m,65.0,icse,63.0,icse,2,B.Tech/B.E.,EC,63.3,Uttar Pradesh,575,475,605,0.622642915849938,315,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.3817,-0.1727,-1.0774,14,14,11
370000,system engineer,Mumbai,m,81.0,icse,77.0,state,1,B.Tech/B.E.,EC,77.0,Madhya Pradesh,655,735,755,0.985461394326131,575,500,-1,-1,-1,-1,-1,-0.1082,0.5008,1.2525,-1.7004,0.5024,16,16,2
200000,programmer,Hyderabad,m,90.6,state board,79.3,state,2,B.Tech/B.E.,CS,65.7,Telangana,430,350,475,0.622642915849938,515,-1,407,-1,-1,-1,-1,1.4208,1.2114,1.2396,-1.1218,1.247,21,21,9
300000,quality analyst,New Delhi,m,77.0,cbse,67.0,cbse,2,B.Tech/B.E.,CS,59.0,Punjab,535,465,345,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-1.5765,0.9688,-0.344,0.3561,-0.7615,21,21,10
440000,software engineer,Gurgaon,f,74.4,cbse,69.7,cbse,2,B.Tech/B.E.,EC,70.8,Uttar Pradesh,475,445,405,0.824666400671332,-1,400,-1,-1,-1,340,-1,0.51,0.1498,-0.8157,-0.407769999999999,0.5024,19,19,2
65000,java developer,Muvattupuzha,m,74.0,icse,84.0,state,2,B.Tech/B.E.,EC,64.0,Kerala,605,565,475,0.338786347219528,495,292,-1,-1,-1,-1,-1,-1.4517,0.7119,-0.6048,-0.3612,-0.2859,22,22,1
180000,software test engineer,Noida,m,80.6,cbse,74.6,cbse,2,B.Tech/B.E.,CS,57.5,Punjab,485,440,445,0.356536487724475,485,-1,346,-1,-1,-1,-1,0.2718,0.2124,0.7785,1.9207,-0.6692,21,21,1
180000,desktop support analyst,Gurgaon,m,67.0,cbse,65.0,cbse,2,B.Tech/B.E.,CS,65.0,Delhi,525,420,475,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.3027,-0.7866,-0.2974,0.2727,0.0973,19,19,1
320000,engineer,Chennai,m,75.0,icse,67.75,state,2,B.Tech/B.E.,CS,72.9,West Bengal,415,280,365,0.911395278391328,285,-1,500,-1,-1,-1,-1,-0.8772,-0.4536,0.6248,-0.1076,0.6721,21,21,0
195000,software engineer,Mumbai,f,82.0,central board of secondary education,65.6,state,2,B.Tech/B.E.,CS,54.68,Maharashtra,415,450,430,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.6538,0.5008,1.1437,1.2374,-0.4455,21,21,9
300000,java software engineer,Hyderabad,m,89.0,state board,92.5,state,2,B.Tech/B.E.,CS,87.9,Andhra Pradesh,485,525,665,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.5591,1.3779,0.6248,-0.7415,-0.2859,21,21,0
240000,software developer,-1,m,81.8,cbse,75.0,cbse,2,B.Tech/B.E.,CS,60.56,Maharashtra,555,350,560,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-1.4992,-0.7473,-1.6502,1.4724,-0.7615,21,21,1
300000,trainee software engineer,-1,f,81.0,state board,66.3,state,2,B.Tech/B.E.,CS,76.3,West Bengal,675,510,400,0.622642915849938,415,-1,407,-1,-1,-1,-1,-0.0154,1.0449,0.4711,-0.995,-0.2859,21,21,9
200000,software engineer,Bangalore,m,85.0,state board,91.0,state,2,B.Tech/B.E.,EC,78.0,Andhra Pradesh,485,340,485,0.694479327708463,225,366,-1,-1,-1,-1,-1,-0.0154,0.0459,1.2396,0.7798,-0.0943,22,22,1
655000,software test engineer,gurgaon,f,92.6,cbse,94.6,cbse,1,B.Tech/B.E.,CS,83.0,Uttar Pradesh,710,640,650,0.486747008438193,675,-1,376,-1,-1,-1,-1,-0.7335,-0.4536,0.6248,0.5262,-0.4776,22,22,9
345000,software developer,Navi Mumbai,f,80.2,cbse,72.0,cbse,2,B.Tech/B.E.,EC,72.25,Rajasthan,590,400,545,0.538386892985096,-1,333,-1,-1,-1,-1,-1,1.1283,1.1248,1.1074,-0.7603,0.3049,20,20,11
215000,qa analyst,Chennai,f,77.7,state board,85.0,state,2,B.Tech/B.E.,CS,78.5,Tamil Nadu,555,500,425,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.4155,0.3789,0.4711,-0.6147,-0.0943,21,21,10
350000,senior engineer,Hyderabad,m,80.2,cbse,77.6,cbse,1,B.Tech/B.E.,EC,74.3,Delhi,505,555,555,0.910770164246022,425,433,-1,-1,-1,286,-1,-1.0355,-0.2793,0.9623,0.0623,-0.4455,19,19,3
315000,software engineer,Bangalore,m,86.8,cbse,63.6,state,2,B.Tech/B.E.,CS,85.2,West Bengal,570,495,740,0.996744486852253,635,-1,623,-1,-1,-1,-1,0.2718,0.7119,-1.2196,1.1601,0.2889,22,22,0
400000,senior .net developer,Noida,m,80.6,cbse,67.0,cbse,2,B.Tech/B.E.,CS,63.19,Uttar Pradesh,465,435,585,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.626,0.0328,1.5428,0.6204,-0.2875,20,20,11
325000,graduate engineer,Pune,m,69.6,cbse,68.0,cbse,1,M.Tech./M.E.,CS,70.25,Maharashtra,565,535,575,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.1901,0.9688,0.3817,0.0623,-1.8673,19,19,1
325000,software engineer,-1,f,86.5,ssc,93.1,state,2,B.Tech/B.E.,CS,70.0,Telangana,645,605,595,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.0537,1.1199,-0.7615,20,20,2
120000,front end web developer,Kolkata,m,74.8,icse,79.0,icse,2,B.Tech/B.E.,EC,71.0,West Bengal,735,565,370,0.622642915849938,525,-1,-1,-1,-1,-1,-1,-0.159,0.0459,0.1637,0.1459,-1.0524,19,19,1
395000,quality assurance automation engineer,Bangalore,m,86.13,"maharashtra state board of secondary and higher secondary education,pune",82.5,state,2,B.Tech/B.E.,CS,67.38,Karnataka,625,545,535,0.842248322257836,575,-1,469,-1,-1,-1,-1,-3.1994,-1.8393,-1.9405,1.3549,-1.2354,19,19,10
215000,production engineer,Noida,m,81.66,uttarakhand board,80.0,state,2,B.Tech/B.E.,EC,66.5,Uttar Pradesh,435,315,465,0.376059586651545,-1,300,-1,-1,-1,-1,-1,1.3215,-0.5913,0.3817,0.4442,-1.3934,20,20,1
350000,test engineer,Hyderabad,m,91.3,state board,91.2,state,2,B.Tech/B.E.,EC,70.0,Telangana,520,605,855,0.229481754911755,315,266,407,-1,-1,393,-1,-0.0154,0.8784,-0.6048,-0.995,0.4805,21,21,2
580000,engineer,Noida,m,88.4,cbse,75.5,cbse,2,B.Tech/B.E.,EC,80.42,Uttar Pradesh,545,630,545,0.493596387301038,475,324,-1,-1,-1,-1,-1,-1.1644,-1.6191,-0.7585,0.653,-0.6692,21,21,8
650000,assistant manager,Noida,m,75.0,mp,82.5,state,1,B.Tech/B.E.,EL,80.0,Madhya Pradesh,375,445,554,0.376059586651545,175,300,-1,-1,-1,-1,-1,-0.2628,-0.2793,-0.344,0.7673,-0.4455,14,14,3
360000,engineering technician,"Al Jubail,Saudi Arabia",m,75.0,cbse,76.3,cbse,2,B.Tech/B.E.,EC,71.7,West Bengal,325,335,525,0.538386892985096,385,333,-1,-1,-1,-1,-1,-0.880999999999999,-1.5273,1.2525,-0.2902,0.1864,15,15,1
335000,programmer analyst,Bangalore,f,85.0,state board,95.0,state,2,B.Tech/B.E.,EC,75.8,Telangana,450,450,620,0.538386892985096,415,333,-1,-1,-1,286,-1,0.7027,0.7119,-0.1437,-1.5021,-0.4776,22,22,9
150000,production engineer,Greater Noida,m,71.1,cbse,64.5,state,2,B.Tech/B.E.,ME,60.05,Uttar Pradesh,560,340,390,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.0154,-0.6201,-0.4511,0.1459,-1.244,23,23,0
380000,product engineer,Bangalore,m,80.4,cbse,92.25,state,2,B.Tech/B.E.,EC,67.22,Karnataka,755,620,570,0.622642915849938,595,-1,469,-1,-1,-1,-1,-0.7335,-0.4536,1.7007,0.0192,0.0973,21,21,9
350000,junior engineer,Mangalore,m,73.0,cbse,74.0,state,2,B.Tech/B.E.,ME,82.0,Karnataka,615,350,400,0.535862819499896,-1,-1,-1,393,-1,-1,-1,-0.0154,0.0459,0.3174,0.7798,-0.6692,21,21,9
60000,software developer,Kolkata,m,73.0,state board,65.0,state,2,B.Tech/B.E.,CS,83.0,West Bengal,360,585,575,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-2.7443,-3.4506,-1.6807,-0.2344,-4.3099,20,20,0
105000,software engineer,Bangalore,m,85.72,matriculation,91.58,state,2,B.Tech/B.E.,EC,78.5,Tamil Nadu,475,485,455,0.376059586651545,-1,300,-1,-1,-1,393,-1,-0.880999999999999,0.3838,-0.7068,-0.8778,-0.9194,22,22,9
140000,research engineer,Udaipur,m,77.2,cbse,71.2,cbse,2,B.Tech/B.E.,CS,74.09,Rajasthan,455,495,370,0.0409993103614119,425,-1,223,-1,-1,-1,-1,0.1282,-0.9531,-0.1437,0.1459,-0.0943,21,21,0
330000,systems engineer,Bhubaneshwar,m,89.76,icse,82.0,cbse,1,B.Tech/B.E.,EC,72.0,Orissa,595,590,665,0.849802713510871,505,-1,-1,-1,-1,-1,-1,0.8463,1.3779,0.4711,-0.8682,0.8637,21,21,1
300000,senior software engineer,New Delhi,m,57.0,cbse,62.0,cbse,2,MCA,CS,74.23,Uttar Pradesh,405,385,415,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.8083,-1.3713,-0.0537,-0.4078,-0.6035,18,18,3
120000,business development manager,Noida,m,67.0,state board,61.0,cbse,2,B.Tech/B.E.,EC,62.0,Uttar Pradesh,500,470,485,0.493596387301038,345,324,-1,-1,-1,-1,-1,-1.1644,-0.2871,0.3174,1.0333,0.6721,22,22,9
250000,network engineer,Noida,m,77.0,icse,70.0,icse,2,B.Tech/B.E.,EC,66.72,Uttar Pradesh,525,590,635,0.112139438207403,-1,228,-1,-1,-1,388,-1,-0.0154,-0.2871,-1.527,-0.4879,-2.2021,22,22,1
95000,it assistant,Gurgaon,m,58.0,up board,67.0,state,2,MCA,CS,65.0,Uttar Pradesh,415,405,365,0.563267823666597,425,466,-1,-1,-1,-1,-1,0.2009,-1.2543,-0.3803,1.4724,-0.7615,18,18,0
250000,marketing manager,-1,m,87.4,icse,75.14,state,2,B.Tech/B.E.,EC,89.4,Orissa,660,380,680,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-1.2486,0.2889,21,21,1
200000,data analyst,Hyderabad,f,51.36,cbse,73.3,cbse,2,B.Tech/B.E.,CS,69.2,Karnataka,365,385,315,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.5719,1.1248,1.2525,-0.9953,0.8183,16,16,1
380000,quality assurance test engineer,Bangalore,f,83.0,cbse,74.4,cbse,2,B.Tech/B.E.,CS,74.0,Orissa,365,585,415,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.2828,0.9688,0.672,1.0024,1.1343,19,19,3
395000,assistant systems engineer,Chennai,m,87.0,cbse,73.0,cbse,2,B.Tech/B.E.,CS,66.6,Uttar Pradesh,625,585,750,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,-0.9122,-1.1218,-0.4776,22,22,9
335000,programmer analyst,Chennai,m,75.0,cbse,62.8,cbse,2,B.Tech/B.E.,EC,65.0,Uttar Pradesh,490,530,485,0.622642915849938,-1,-1,-1,-1,-1,-1,-1,0.7027,0.7119,0.7785,-0.2344,0.0973,20,20,9
285000,customer service representative,Pune,m,74.6,cbse,58.0,cbse,2,B.Tech/B.E.,CS,73.86,Uttar Pradesh,710,585,530,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.2782,1.7488,0.3817,0.6204,0.9763,19,19,10
300000,system engineer,Bangalore,m,83.0,cbse,70.0,state,2,B.Tech/B.E.,CS,72.0,Uttar Pradesh,385,640,690,0.996744486852253,655,-1,623,-1,-1,-1,-1,-0.7335,0.3789,-0.1437,0.2727,0.4805,21,21,1
2300000,software developer,"Kalmar, Sweden",m,84.67,andhra pradesh state board,77.1,state,2,B.Tech/B.E.,EC,76.5,Tamil Nadu,545,675,655,0.910770164246022,405,433,-1,-1,-1,-1,-1,-1.0355,1.7488,1.2525,0.5323,1.1343,19,19,9
300000,android developer,Bangalore,m,87.0,state board,81.0,state,2,B.Tech/B.E.,EC,72.0,Tamil Nadu,570,495,525,0.0531603052826837,475,196,-1,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.6289,-1.6273,22,22,9
300000,rf engineer,Trichy,m,78.53,state board,68.5,state,2,B.Tech/B.E.,EC,63.7,Maharashtra,560,495,500,0.622642915849938,365,-1,-1,-1,-1,-1,-1,-0.159,-1.6191,1.3933,-2.136,-2.5853,20,20,1
400000,software developer,Bangalore,m,73.0,cbse,61.6,cbse,1,B.Tech/B.E.,CS,66.9,Rajasthan,595,570,725,0.953899775079926,535,-1,530,-1,-1,-1,-1,-0.4463,0.5454,0.4711,0.7798,-0.8608,19,19,9
500000,embedded software engineer,Bangalore,m,67.7,up board,78.2,state,2,B.Tech/B.E.,CS,71.0,Uttar Pradesh,515,475,485,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.8331,0.1798,0.8183,17,17,1
175000,it support specialist,Chennai,m,54.0,cbse,68.0,cbse,2,B.Tech/B.E.,EC,69.0,Tamil Nadu,505,295,375,0.622642915849938,345,-1,-1,-1,-1,-1,-1,0.2009,-0.7473,-0.6343,-0.9953,-1.3934,18,18,1
240000,human resource assistant,Secunderabad,m,67.0,ssc,65.0,state,2,B.Tech/B.E.,CS,62.0,Telangana,375,355,255,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-0.1082,-0.9033,-0.0537,0.6498,-1.2354,21,21,9
120000,technical support executive,"A-64,sec-64,noida",m,48.0,state board,54.0,state,2,B.Tech/B.E.,CS,56.0,Uttar Pradesh,325,335,390,0.356536487724475,185,-1,346,-1,-1,-1,-1,-1.308,-1.7856,0.01,0.0192,-2.3937,21,21,1
325000,systems engineer,Hyderabad,m,96.0,icse,79.5,state,2,B.Tech/B.E.,CS,90.0,Orissa,765,670,720,0.842248322257836,575,-1,469,-1,-1,-1,-1,-0.4463,1.2114,0.9322,1.1601,-0.0943,22,22,9
135000,php developer,Noida,f,64.0,up board,63.6,state,2,B.Tech/B.E.,CS,75.9,Uttar Pradesh,420,510,475,0.911395278391328,465,-1,500,-1,-1,-1,-1,0.4155,-0.1206,-0.2974,-2.0092,-0.4776,23,23,9
590000,software engineer,-1,m,87.4,cbse,86.8,cbse,2,B.Tech/B.E.,CS,82.4,Delhi,615,595,705,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.0208,0.0459,0.01,0.2727,0.2889,21,21,2
100000,hr assistant,Chennai,f,88.0,stmary higher secondary,81.0,state,2,B.Tech/B.E.,CS,78.5,Tamil Nadu,450,535,415,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-1.1644,-1.2861,-0.7585,-0.2344,1.4386,22,22,1
275000,software engineer,Noida,m,53.8,cbse,59.6,cbse,2,B.Tech/B.E.,CS,80.68,Uttarakhand,425,560,370,0.992259189330951,665,-1,-1,-1,-1,-1,-1,-1.6924,0.8128,0.0914,1.5018,-0.4455,22,22,9
60000,test engineer,Lucknow,f,84.0,icse,87.0,icse,2,B.Tech/B.E.,CS,80.3,Uttar Pradesh,615,470,470,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.0154,0.7119,1.2396,-0.7415,1.247,21,21,9
190000,technical support engineer,Chennai,m,83.0,state board,86.0,state,2,B.Tech/B.E.,EC,71.0,Tamil Nadu,555,555,280,0.376059586651545,425,300,-1,-1,-1,313,-1,-0.159,0.8784,0.7785,0.1459,1.247,20,20,0
120000,sales executive,Hyderabad,m,85.0,state board,85.6,state,2,M.Tech./M.E.,CS,80.0,Telangana,630,510,485,0.622642915849938,585,-1,407,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.995,1.0554,21,21,1
250000,android developer,-1,m,71.0,cbse,60.0,cbse,2,B.Tech/B.E.,CS,63.0,Uttar Pradesh,465,355,515,0.356536487724475,425,-1,346,-1,-1,-1,-1,-3.1994,-0.9033,-1.2148,-0.0552,-2.0253,23,23,1
300000,programmer analyst,Chennai,m,90.3,state board,83.5,state,2,B.Tech/B.E.,EC,61.63,Maharashtra,500,440,340,0.538386892985096,-1,333,-1,-1,-1,366,-1,-0.159,0.3789,0.3174,-0.4879,1.0554,22,22,9
330000,software engineer,Bangalore,m,70.0,mp,60.0,cbse,2,B.Tech/B.E.,CS,64.3,Madhya Pradesh,645,465,575,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,-1.8393,-0.344,1.1199,0.1864,19,19,2
400000,electronic field service engineer,-1,m,81.4,cbse,71.0,cbse,2,B.Tech/B.E.,EC,77.0,Orissa,580,370,500,0.207392169717661,475,260,-1,-1,-1,-1,-1,-0.0154,0.3789,0.7785,-0.2344,1.4386,22,22,9
120000,electrical project engineer,Ahmedabad,m,75.0,state board,59.6,state,2,B.Tech/B.E.,EC,61.51,Gujarat,520,425,385,0.557389505646088,315,324,-1,-1,420,-1,-1,0.2718,-0.1206,0.4711,-0.6147,-0.2859,19,19,3
330000,system engineer,Mumbai,f,86.0,state board,78.83,state,2,B.Tech/B.E.,CS,69.43,Maharashtra,465,475,500,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.5644,0.3789,1.0859,-1.1218,-0.0943,23,23,9
300000,assistant programmer,Pune,f,66.0,rajasthan board,64.0,state,2,B.Tech/B.E.,CS,65.0,Rajasthan,370,355,385,0.294295423383813,-1,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.7007,-1.3753,0.6721,20,20,2
130000,test engineer,Bangalore,m,72.0,board of secondary education,75.0,state,2,M.Tech./M.E.,other,87.5,Telangana,335,285,345,0.622642915849938,-1,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.0914,1.3549,0.0284,20,20,0
335000,systems engineer,Bangalore,f,90.0,ssc,87.0,state,2,B.Tech/B.E.,CS,76.0,Andhra Pradesh,554,455,495,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.9737,0.9688,0.2366,2.765,-0.0167,19,19,10
370000,software developer,Noida,f,79.0,cbse,69.4,cbse,2,MCA,CS,65.0,Punjab,495,555,545,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.672,0.0623,0.0284,18,18,11
145000,data analyst,Bangalore,m,67.6,cgbse,50.0,state,2,B.Tech/B.E.,CS,65.0,Chhattisgarh,445,495,325,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,-0.9245,-0.4078,0.8183,19,19,0
325000,software engineer,Kolkata,m,89.0,ssc,94.3,state,2,B.Tech/B.E.,CS,76.2,Telangana,720,645,750,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,-0.1206,-0.7585,-0.995,-1.4356,20,20,1
180000,technical support engineer,-1,m,79.0,icse,81.0,icse,2,B.Tech/B.E.,CS,72.04,Uttar Pradesh,455,435,554,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-1.6502,1.0024,0.3444,18,18,1
495000,system engineer,-1,m,85.4,cbse,80.2,cbse,1,B.Tech/B.E.,CS,88.1,Jammu and Kashmir,415,565,595,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.6646,0.6568,0.2366,-0.7603,0.0284,18,18,11
115000,assistant professor,Visakhapatnam,f,69.2,cbse,87.4,cbse,2,B.Tech/B.E.,EC,76.9,Andhra Pradesh,415,435,415,0.622642915849938,285,-1,-1,-1,-1,-1,-1,-1.308,-1.1196,-3.0639,-0.3612,-0.6692,19,19,3
280000,software engineer,Hyderabad,m,89.0,secondary school certificate,96.0,state,2,B.Tech/B.E.,CS,74.5,Telangana,355,345,405,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2009,1.6708,0.5994,0.0623,0.5024,21,21,10
475000,product developer,chennai,m,87.8,ssc,95.0,state,2,B.Tech/B.E.,EC,74.9,Andhra Pradesh,525,465,615,0.376059586651545,475,300,-1,-1,-1,-1,-1,-0.880999999999999,-1.8393,-1.7954,-0.2902,-2.0253,19,19,4
345000,graduate engineer trainee,Gurgaon,m,86.1,icse,74.83,cbse,2,B.Tech/B.E.,EC,73.9,Orissa,545,570,665,0.684565067658204,475,260,-1,-1,452,-1,-1,-1.1644,0.7119,-0.2974,1.2869,0.8637,22,22,9
500000,associate software engineer,Bangalore,m,86.8,central board of secondary education,78.2,state,2,B.Tech/B.E.,CS,75.73,Karnataka,635,535,495,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.7264,0.5008,0.2366,0.7673,-0.2875,19,19,2
265000,qa analyst,Pune,f,85.83,state board,86.0,state,2,B.Tech/B.E.,CS,86.0,Maharashtra,315,480,295,0.144789889482462,365,-1,284,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,-2.0092,-1.244,22,22,1
400000,software engineer,Chennai,m,82.2,state board,81.33,state,2,B.Tech/B.E.,EC,90.0,Tamil Nadu,425,415,425,0.376059586651545,515,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.672,-0.4078,0.6603,19,19,11
180000,it recruiter,Ahmedabad,m,79.6,cbse,50.4,state,2,B.Tech/B.E.,CS,58.1,Gujarat,640,520,390,0.953899775079926,435,-1,530,-1,-1,-1,-1,-0.8772,-0.4536,-0.9122,0.653,-1.244,19,19,1
240000,embedded software engineer,Hyderabad,m,71.0,state board,65.4,state,2,B.Tech/B.E.,EC,69.9,Uttar Pradesh,605,580,465,0.943272157866555,375,452,-1,-1,-1,-1,-1,1.2772,0.7119,0.3174,-1.1218,1.4386,22,22,0
240000,business analyst consultant,Pune,m,59.0,state board,55.0,cbse,2,B.Tech/B.E.,EC,66.0,Rajasthan,700,570,485,0.112139438207403,385,228,469,-1,-1,-1,-1,1.9953,0.3789,1.2396,-1.7556,1.4386,22,22,0
180000,hardware engineer,Bangalore,f,86.4,cbse,64.0,cbse,2,B.Tech/B.E.,EC,55.07,Karnataka,615,610,530,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.4155,0.5454,-1.0659,0.2727,1.0554,21,21,9
100000,lecturer,Bhubaneswar,m,83.6,state board,74.89,state,2,B.Tech/B.E.,ME,67.6,Orissa,555,535,650,0.971663490820888,-1,-1,-1,553,-1,-1,-1,-0.0154,-0.1206,-0.2974,-0.6147,-0.2859,22,22,1
390000,associate software engineer,Hyderabad,m,84.83,state board,93.3,state,2,B.Tech/B.E.,CS,65.5,Telangana,675,545,545,0.953899775079926,395,-1,530,-1,-1,-1,-1,1.2772,0.0459,1.547,0.0192,0.8637,22,22,9
260000,data analyst,Bangalore,m,84.43,icse,63.33,state,2,B.Tech/B.E.,EC,61.13,Karnataka,665,530,605,0.446198249677897,425,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.9322,-0.4879,-0.2859,21,21,1
115000,system engineer,Chennai,m,76.36,matriculation,71.5,state,2,B.Tech/B.E.,CS,60.13,Andhra Pradesh,445,465,355,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.9737,0.6568,-0.344,-1.2303,-0.6035,18,18,0
105000,software developer,Noida,m,75.0,cbse,65.0,cbse,2,B.Tech/B.E.,CS,63.0,Uttar Pradesh,465,580,665,0.622642915849938,535,-1,407,-1,-1,-1,-1,1.2772,-0.2871,1.7007,-1.1218,-0.8608,21,21,0
180000,customer support engineer,Bangalore,m,55.6,state board,56.2,state,2,B.Tech/B.E.,EC,65.9,Uttar Pradesh,380,520,500,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-1.8825,-3.4506,-2.1418,0.7798,-2.9686,21,21,2
305000,programmer analyst,Coimbatore,f,92.0,icse,89.0,icse,2,B.Tech/B.E.,CS,64.08,Punjab,800,475,695,0.356536487724475,535,-1,346,-1,-1,-1,-1,0.99,1.7109,1.547,-2.136,0.2889,21,21,1
350000,graduate engineer,New Delhi,m,87.6,cbse,77.6,cbse,2,B.Tech/B.E.,EC,76.22,Delhi,510,655,535,0.193768441980019,-1,292,-1,-1,324,-1,-1,-2.457,-1.2861,-0.1437,0.5262,-0.4776,21,21,8
525000,programmer,Ratnagiri,m,77.86,state board,64.33,state,2,M.Tech./M.E.,CS,70.0,Maharashtra,590,555,590,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.4517,-1.1196,0.6248,1.794,-0.0943,19,19,9
310000,junior software developer,pune,m,88.83,cbse,70.8,cbse,2,B.Tech/B.E.,CS,65.63,Kerala,475,615,665,0.144789889482462,495,-1,284,-1,-1,-1,-1,0.2718,-0.1206,0.1637,0.7798,-0.0943,21,21,9
300000,programmer,hyderabad,m,80.5,board of secondary education,71.25,state,2,B.Tech/B.E.,CS,65.0,Andhra Pradesh,615,555,645,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.2628,0.8128,-1.3599,-0.1727,0.1864,19,19,2
600000,programmer analyst,Chennai,m,88.18,cbse,90.33,cbse,2,B.Tech/B.E.,CS,70.0,Tamil Nadu,685,715,645,0.998086556504608,715,-1,-1,-1,-1,-1,-1,-2.1175,-0.5913,-2.2308,0.8848,-1.0774,20,20,4
240000,software engineer,Mumbai,m,82.0,state board,79.23,state,2,B.Tech/B.E.,EC,70.0,Rajasthan,605,565,645,0.622642915849938,545,-1,-1,-1,-1,-1,-1,0.7027,1.2114,0.9322,-1.1218,0.2889,22,22,1
215000,software test engineer,New Delhi,m,65.0,cbse,67.0,state,2,B.Tech/B.E.,CS,65.78,Uttar Pradesh,405,475,404,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.880999999999999,-0.1232,-0.4891,1.2374,0.0284,18,18,11
180000,software developer,Jaipur,m,84.83,rajasthan board ajmer,77.23,state,2,B.Tech/B.E.,CS,73.5,Rajasthan,415,545,605,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.1283,0.3838,-0.9245,0.7673,-0.2875,20,20,2
140000,software engineer,Pune,m,62.4,state board,67.17,state,2,B.Tech/B.E.,EC,60.14,Maharashtra,420,615,465,0.881620069530177,425,420,-1,-1,-1,-1,-1,-0.5899,-0.2871,0.01,0.1459,0.0973,18,18,1
450000,software engineer,-1,m,69.2,cbse,67.8,cbse,2,B.Tech/B.E.,CS,74.6,Uttar Pradesh,535,510,455,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.2009,-1.5273,-0.0537,-0.0552,-1.1169,21,21,12
